pollster,sample_size,numeric_grade,pollscore,state,transparency_score,end_date,party,answer,pct
TIPP,835,1.8,-0.4,Georgia,3,2024-09-18,IND,West,0.8
TIPP,835,1.8,-0.4,Georgia,3,2024-09-18,GRE,Stein,1.4
Mason-Dixon,800,2.6,-1.1,Minnesota,6,2024-09-18,DEM,Harris,48
Mason-Dixon,800,2.6,-1.1,Minnesota,6,2024-09-18,REP,Trump,43
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,DEM,Harris,47.6
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,REP,Trump,45.4
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,LIB,Oliver,0.4
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,CON,Terry,0.2
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,GRE,Stein,0.2
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,IND,Kennedy,0.8
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,IND,Kishore,0
Suffolk,500,2.9,-1,Michigan,8,2024-09-18,IND,West,0.4
Morning Consult,10578,1.9,-0.3,National,3,2024-09-18,DEM,Harris,50
Morning Consult,10578,1.9,-0.3,National,3,2024-09-18,REP,Trump,46
Emerson,868,2.9,-1.1,Arizona,7,2024-09-18,DEM,Harris,48.7
Emerson,868,2.9,-1.1,Arizona,7,2024-09-18,REP,Trump,49.8
Emerson,975,2.9,-1.1,Georgia,7,2024-09-18,DEM,Harris,48.2
Emerson,975,2.9,-1.1,Georgia,7,2024-09-18,REP,Trump,50.3
Emerson,875,2.9,-1.1,Michigan,7,2024-09-18,DEM,Harris,50
Emerson,875,2.9,-1.1,Michigan,7,2024-09-18,REP,Trump,49.1
Emerson,895,2.9,-1.1,Nevada,7,2024-09-18,DEM,Harris,48.8
Emerson,895,2.9,-1.1,Nevada,7,2024-09-18,REP,Trump,49
Emerson,880,2.9,-1.1,Pennsylvania,7,2024-09-18,DEM,Harris,49.6
Emerson,880,2.9,-1.1,Pennsylvania,7,2024-09-18,REP,Trump,49.3
Emerson,1000,2.9,-1.1,North Carolina,7,2024-09-18,DEM,Harris,49.7
Emerson,1000,2.9,-1.1,North Carolina,7,2024-09-18,REP,Trump,49.3
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-09-18,DEM,Harris,48.7
Emerson,1000,2.9,-1.1,Wisconsin,7,2024-09-18,REP,Trump,50.3
Texas Hispanic Policy Foundation,1200,NA,NA,Texas,5,2024-09-18,DEM,Harris,44
Texas Hispanic Policy Foundation,1200,NA,NA,Texas,5,2024-09-18,REP,Trump,50
Texas Hispanic Policy Foundation,1200,NA,NA,Texas,5,2024-09-18,GRE,Stein,1
Texas Hispanic Policy Foundation,1200,NA,NA,Texas,5,2024-09-18,LIB,Oliver,1
MassINC Polling Group,800,2.8,-0.8,Pennsylvania,7,2024-09-18,DEM,Harris,50
MassINC Polling Group,800,2.8,-0.8,Pennsylvania,7,2024-09-18,REP,Trump,46
MassINC Polling Group,800,2.8,-0.8,Pennsylvania,7,2024-09-18,GRE,Stein,1
MassINC Polling Group,800,2.8,-0.8,Pennsylvania,7,2024-09-18,LIB,Oliver,0
MassINC Polling Group,800,2.8,-0.8,Pennsylvania,7,2024-09-18,DEM,Harris,52
MassINC Polling Group,800,2.8,-0.8,Pennsylvania,7,2024-09-18,REP,Trump,47
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,DEM,Harris,60
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,REP,Trump,32
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,IND,Kennedy,3
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,GRE,Stein,1
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,IND,West,0
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,LIB,Oliver,0
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,DEM,Harris,63
MassINC Polling Group,800,2.8,-0.8,Massachusetts,7,2024-09-18,REP,Trump,35
SurveyUSA,619,2.8,-1.3,New Mexico,8,2024-09-18,DEM,Harris,50
SurveyUSA,619,2.8,-1.3,New Mexico,8,2024-09-18,REP,Trump,42
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,DEM,Harris,51
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,REP,Trump,45
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,IND,Kennedy,1
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,GRE,Stein,1
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,IND,West,0
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,LIB,Oliver,0
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,DEM,Harris,53
MassINC Polling Group,800,2.8,-0.8,Wisconsin,7,2024-09-18,REP,Trump,46
MassINC Polling Group,800,2.8,-0.8,Connecticut,7,2024-09-18,DEM,Harris,53
MassINC Polling Group,800,2.8,-0.8,Connecticut,7,2024-09-18,REP,Trump,37
MassINC Polling Group,800,2.8,-0.8,Connecticut,7,2024-09-18,IND,Kennedy,3
MassINC Polling Group,800,2.8,-0.8,Rhode Island,7,2024-09-18,DEM,Harris,53
MassINC Polling Group,800,2.8,-0.8,Rhode Island,7,2024-09-18,REP,Trump,40
MassINC Polling Group,800,2.8,-0.8,Rhode Island,7,2024-09-18,IND,Kennedy,2
MassINC Polling Group,800,2.8,-0.8,Rhode Island,7,2024-09-18,GRE,Stein,1
MassINC Polling Group,800,2.8,-0.8,Rhode Island,7,2024-09-18,IND,West,0
MassINC Polling Group,800,2.8,-0.8,Rhode Island,7,2024-09-18,DEM,Harris,56
MassINC Polling Group,800,2.8,-0.8,Rhode Island,7,2024-09-18,REP,Trump,43
Morning Consult,862,1.9,-0.3,Arizona,3,2024-09-18,DEM,Harris,48.37
Morning Consult,862,1.9,-0.3,Arizona,3,2024-09-18,REP,Trump,47.35
Morning Consult,2948,1.9,-0.3,Florida,3,2024-09-18,DEM,Harris,46.8
Morning Consult,2948,1.9,-0.3,Florida,3,2024-09-18,REP,Trump,49.52
Morning Consult,578,1.9,-0.3,Maryland,3,2024-09-18,DEM,Harris,61.41
Morning Consult,578,1.9,-0.3,Maryland,3,2024-09-18,REP,Trump,33.04
Morning Consult,1297,1.9,-0.3,Michigan,3,2024-09-18,DEM,Harris,51.97
Morning Consult,1297,1.9,-0.3,Michigan,3,2024-09-18,REP,Trump,44.46
Morning Consult,474,1.9,-0.3,Nevada,3,2024-09-18,DEM,Harris,50.87
Morning Consult,474,1.9,-0.3,Nevada,3,2024-09-18,REP,Trump,46.53
Morning Consult,1488,1.9,-0.3,Ohio,3,2024-09-18,DEM,Harris,43.02
Morning Consult,1488,1.9,-0.3,Ohio,3,2024-09-18,REP,Trump,52.16
Morning Consult,1756,1.9,-0.3,Pennsylvania,3,2024-09-18,DEM,Harris,48.74
Morning Consult,1756,1.9,-0.3,Pennsylvania,3,2024-09-18,REP,Trump,46.7
Morning Consult,2716,1.9,-0.3,Texas,3,2024-09-18,DEM,Harris,45.77
Morning Consult,2716,1.9,-0.3,Texas,3,2024-09-18,REP,Trump,49.58
Morning Consult,600,1.9,-0.3,Wisconsin,3,2024-09-18,DEM,Harris,50.22
Morning Consult,600,1.9,-0.3,Wisconsin,3,2024-09-18,REP,Trump,44.3
Morning Consult,1314,1.9,-0.3,North Carolina,3,2024-09-18,DEM,Harris,49.33
Morning Consult,1314,1.9,-0.3,North Carolina,3,2024-09-18,REP,Trump,47.16
Morning Consult,512,1.9,-0.3,Colorado,3,2024-09-18,DEM,Harris,52.5
Morning Consult,512,1.9,-0.3,Colorado,3,2024-09-18,REP,Trump,42.42
Morning Consult,1347,1.9,-0.3,Georgia,3,2024-09-18,DEM,Harris,47.68
Morning Consult,1347,1.9,-0.3,Georgia,3,2024-09-18,REP,Trump,48.63
Morning Consult,517,1.9,-0.3,Minnesota,3,2024-09-18,DEM,Harris,49.56
Morning Consult,517,1.9,-0.3,Minnesota,3,2024-09-18,REP,Trump,43
Morning Consult,899,1.9,-0.3,Virginia,3,2024-09-18,DEM,Harris,50.76
Morning Consult,899,1.9,-0.3,Virginia,3,2024-09-18,REP,Trump,44.44
PPP,543,1.4,0,Maryland,4,2024-09-17,DEM,Harris,64
PPP,543,1.4,0,Maryland,4,2024-09-17,REP,Trump,33
Florida Atlantic University/Mainstreet Research,820,NA,NA,National,6,2024-09-17,DEM,Harris,49
Florida Atlantic University/Mainstreet Research,820,NA,NA,National,6,2024-09-17,REP,Trump,45
Florida Atlantic University/Mainstreet Research,810,NA,NA,National,6,2024-09-17,DEM,Harris,49
Florida Atlantic University/Mainstreet Research,810,NA,NA,National,6,2024-09-17,REP,Trump,45
YouGov,1445,3,-1.1,National,9,2024-09-17,DEM,Harris,49
YouGov,1445,3,-1.1,National,9,2024-09-17,REP,Trump,45
YouGov,1445,3,-1.1,National,9,2024-09-17,GRE,Stein,1
YouGov,1445,3,-1.1,National,9,2024-09-17,IND,West,0
Morning Consult,10968,1.9,-0.3,National,3,2024-09-17,DEM,Harris,50
Morning Consult,10968,1.9,-0.3,National,3,2024-09-17,REP,Trump,45
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,DEM,Harris,49
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,REP,Trump,44
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,DEM,Harris,47
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,REP,Trump,41
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,IND,Kennedy,2
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,IND,West,0
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,GRE,Stein,2
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,LIB,Oliver,1
Hart/POS,1000,2.6,-0.7,National,4,2024-09-17,CON,Terry,0
Marist,1663,2.9,-0.9,Pennsylvania,7,2024-09-17,DEM,Harris,49
Marist,1663,2.9,-0.9,Pennsylvania,7,2024-09-17,REP,Trump,48
Marist,1476,2.9,-0.9,Pennsylvania,7,2024-09-17,DEM,Harris,49
Marist,1476,2.9,-0.9,Pennsylvania,7,2024-09-17,REP,Trump,49
Marist,1312,2.9,-0.9,Wisconsin,7,2024-09-17,DEM,Harris,50
Marist,1312,2.9,-0.9,Wisconsin,7,2024-09-17,REP,Trump,47
Marist,1194,2.9,-0.9,Wisconsin,7,2024-09-17,DEM,Harris,50
Marist,1194,2.9,-0.9,Wisconsin,7,2024-09-17,REP,Trump,49
Marist,1282,2.9,-0.9,Michigan,7,2024-09-17,DEM,Harris,50
Marist,1282,2.9,-0.9,Michigan,7,2024-09-17,REP,Trump,47
Marist,1138,2.9,-0.9,Michigan,7,2024-09-17,DEM,Harris,52
Marist,1138,2.9,-0.9,Michigan,7,2024-09-17,REP,Trump,47
Data for Progress,6152,2.6,-1.2,National,10,2024-09-17,DEM,Harris,50
Data for Progress,6152,2.6,-1.2,National,10,2024-09-17,REP,Trump,45
ActiVote,1000,NA,NA,National,8,2024-09-17,DEM,Harris,52.7
ActiVote,1000,NA,NA,National,8,2024-09-17,REP,Trump,47.3
Fabrizio/Impact,600,1.7,-0.3,North Carolina,2,2024-09-17,DEM,Harris,46
Fabrizio/Impact,600,1.7,-0.3,North Carolina,2,2024-09-17,REP,Trump,48
Fabrizio/Impact,600,1.7,-0.3,North Carolina,2,2024-09-17,GRE,Stein,1
Fabrizio/Impact,600,1.7,-0.3,North Carolina,2,2024-09-17,IND,West,1
Fabrizio/Impact,600,1.7,-0.3,North Carolina,2,2024-09-17,LIB,Oliver,1
Fabrizio/Impact,600,1.7,-0.3,North Carolina,2,2024-09-17,DEM,Harris,47
Fabrizio/Impact,600,1.7,-0.3,North Carolina,2,2024-09-17,REP,Trump,50
ActiVote,400,NA,NA,Virginia,8,2024-09-17,DEM,Harris,55.2
ActiVote,400,NA,NA,Virginia,8,2024-09-17,REP,Trump,44.8
Cygnal,600,2.1,-1.1,North Carolina,4,2024-09-16,DEM,Harris,45.3
Cygnal,600,2.1,-1.1,North Carolina,4,2024-09-16,REP,Trump,45.6
Cygnal,600,2.1,-1.1,North Carolina,4,2024-09-16,LIB,Oliver,0.9
Cygnal,600,2.1,-1.1,North Carolina,4,2024-09-16,CON,Terry,0.2
Cygnal,600,2.1,-1.1,North Carolina,4,2024-09-16,GRE,Stein,0.4
Cygnal,600,2.1,-1.1,North Carolina,4,2024-09-16,IND,West,1.6
HarrisX,1505,1.5,-0.1,National,6,2024-09-16,DEM,Harris,51
HarrisX,1505,1.5,-0.1,National,6,2024-09-16,REP,Trump,49
HarrisX,1505,1.5,-0.1,National,6,2024-09-16,DEM,Harris,50
HarrisX,1505,1.5,-0.1,National,6,2024-09-16,REP,Trump,45
HarrisX,1505,1.5,-0.1,National,6,2024-09-16,IND,West,3
HarrisX,1505,1.5,-0.1,National,6,2024-09-16,GRE,Stein,2
HarrisX,1306,1.5,-0.1,National,6,2024-09-16,DEM,Harris,51
HarrisX,1306,1.5,-0.1,National,6,2024-09-16,REP,Trump,49
HarrisX,1247,1.5,-0.1,National,6,2024-09-16,DEM,Harris,51
HarrisX,1247,1.5,-0.1,National,6,2024-09-16,REP,Trump,49
HarrisX,1306,1.5,-0.1,National,6,2024-09-16,DEM,Harris,50
HarrisX,1306,1.5,-0.1,National,6,2024-09-16,REP,Trump,46
HarrisX,1306,1.5,-0.1,National,6,2024-09-16,IND,West,3
HarrisX,1306,1.5,-0.1,National,6,2024-09-16,GRE,Stein,1
HarrisX,1247,1.5,-0.1,National,6,2024-09-16,DEM,Harris,50
HarrisX,1247,1.5,-0.1,National,6,2024-09-16,REP,Trump,46
HarrisX,1247,1.5,-0.1,National,6,2024-09-16,IND,West,2
HarrisX,1247,1.5,-0.1,National,6,2024-09-16,GRE,Stein,1
Morning Consult,11092,1.9,-0.3,National,3,2024-09-16,DEM,Harris,50
Morning Consult,11092,1.9,-0.3,National,3,2024-09-16,REP,Trump,45
Angus Reid,1707,2,-0.1,National,6,2024-09-16,DEM,Harris,49
Angus Reid,1707,2,-0.1,National,6,2024-09-16,REP,Trump,45
Beacon/Shaw,1102,2.8,-1.1,National,9,2024-09-16,DEM,Harris,50
Beacon/Shaw,1102,2.8,-1.1,National,9,2024-09-16,REP,Trump,48
Beacon/Shaw,876,2.8,-1.1,National,9,2024-09-16,DEM,Harris,50
Beacon/Shaw,876,2.8,-1.1,National,9,2024-09-16,REP,Trump,48
Quinnipiac,1331,2.8,-0.5,Pennsylvania,9,2024-09-16,DEM,Harris,51
Quinnipiac,1331,2.8,-0.5,Pennsylvania,9,2024-09-16,REP,Trump,45
Quinnipiac,1331,2.8,-0.5,Pennsylvania,9,2024-09-16,GRE,Stein,1
Quinnipiac,1331,2.8,-0.5,Pennsylvania,9,2024-09-16,LIB,Oliver,1
Quinnipiac,1331,2.8,-0.5,Pennsylvania,9,2024-09-16,DEM,Harris,51
Quinnipiac,1331,2.8,-0.5,Pennsylvania,9,2024-09-16,REP,Trump,46
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,DEM,Harris,50
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,REP,Trump,45
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,GRE,Stein,2
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,LIB,Oliver,0
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,IND,West,0
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,CON,Terry,0
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,DEM,Harris,51
Quinnipiac,905,2.8,-0.5,Michigan,9,2024-09-16,REP,Trump,46
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,DEM,Harris,48
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,REP,Trump,47
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,GRE,Stein,1
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,LIB,Oliver,0
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,IND,West,0
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,CON,Terry,0
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,PSL,De la Cruz,0
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,DEM,Harris,49
Quinnipiac,1075,2.8,-0.5,Wisconsin,9,2024-09-16,REP,Trump,48
U. New Hampshire,683,2.6,-0.3,Rhode Island,10,2024-09-16,DEM,Harris,58
U. New Hampshire,683,2.6,-0.3,Rhode Island,10,2024-09-16,REP,Trump,38
U. New Hampshire,683,2.6,-0.3,Rhode Island,10,2024-09-16,LIB,Oliver,0
U. New Hampshire,683,2.6,-0.3,Rhode Island,10,2024-09-16,GRE,Stein,2
U. New Hampshire,564,2.6,-0.3,Massachusetts,10,2024-09-16,DEM,Harris,62
U. New Hampshire,564,2.6,-0.3,Massachusetts,10,2024-09-16,REP,Trump,31
U. New Hampshire,564,2.6,-0.3,Massachusetts,10,2024-09-16,LIB,Oliver,0
U. New Hampshire,564,2.6,-0.3,Massachusetts,10,2024-09-16,GRE,Stein,2
U. New Hampshire,1695,2.6,-0.3,New Hampshire,10,2024-09-16,DEM,Harris,54
U. New Hampshire,1695,2.6,-0.3,New Hampshire,10,2024-09-16,REP,Trump,43
U. New Hampshire,1695,2.6,-0.3,New Hampshire,10,2024-09-16,LIB,Oliver,1
U. New Hampshire,1695,2.6,-0.3,New Hampshire,10,2024-09-16,GRE,Stein,0
The Washington Post,1003,3,-1.2,Pennsylvania,9,2024-09-16,DEM,Harris,48
The Washington Post,1003,3,-1.2,Pennsylvania,9,2024-09-16,REP,Trump,47
The Washington Post,1003,3,-1.2,Pennsylvania,9,2024-09-16,GRE,Stein,1
The Washington Post,1003,3,-1.2,Pennsylvania,9,2024-09-16,LIB,Oliver,0
The Washington Post,1003,3,-1.2,Pennsylvania,9,2024-09-16,DEM,Harris,48
The Washington Post,1003,3,-1.2,Pennsylvania,9,2024-09-16,REP,Trump,48
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,DEM,Harris,43
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,REP,Trump,42
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,IND,Kennedy,4
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,GRE,Stein,1
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,IND,West,0
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,LIB,Oliver,0
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,DEM,Harris,47
J.L. Partners,1000,1.6,0.2,National,6,2024-09-16,REP,Trump,45
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,DEM,Harris,59
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,REP,Trump,34
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,IND,Kennedy,3
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,IND,West,0
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,GRE,Stein,2
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,PSL,De la Cruz,2
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,DEM,Biden,51
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,REP,Trump,34
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,IND,Kennedy,4
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,IND,West,0
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,GRE,Stein,3
Capitol Weekly,1054,NA,NA,California,5,2024-09-16,PSL,De la Cruz,2
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,DEM,Harris,47
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,REP,Trump,47
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,DEM,Harris,46
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,REP,Trump,47
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,DEM,Harris,45
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,REP,Trump,46
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,GRE,Stein,2
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,LIB,Oliver,2
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,DEM,Harris,46
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,REP,Trump,46
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,GRE,Stein,2
Siena/NYT,2437,3,-1.5,National,9,2024-09-16,LIB,Oliver,2
Siena,1003,2.7,-0.8,New York,7,2024-09-16,DEM,Harris,52
Siena,1003,2.7,-0.8,New York,7,2024-09-16,REP,Trump,40
Siena,1003,2.7,-0.8,New York,7,2024-09-16,GRE,Stein,2
Siena,1003,2.7,-0.8,New York,7,2024-09-16,LIB,Oliver,0
Siena,1003,2.7,-0.8,New York,7,2024-09-16,IND,West,1
Siena,1003,2.7,-0.8,New York,7,2024-09-16,DEM,Harris,55
Siena,1003,2.7,-0.8,New York,7,2024-09-16,REP,Trump,42
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,DEM,Harris,50
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,REP,Trump,46
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,DEM,Harris,50
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,REP,Trump,46
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,DEM,Harris,48
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,REP,Trump,45
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,GRE,Stein,1
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,LIB,Oliver,1
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,DEM,Harris,49
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,REP,Trump,45
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,GRE,Stein,1
Siena/NYT,1082,3,-1.5,Pennsylvania,9,2024-09-16,LIB,Oliver,1
Noble Predictive Insights,692,2.4,-0.4,Nevada,6,2024-09-16,DEM,Harris,48
Noble Predictive Insights,692,2.4,-0.4,Nevada,6,2024-09-16,REP,Trump,47
Noble Predictive Insights,812,2.4,-0.4,Nevada,6,2024-09-16,DEM,Harris,48
Noble Predictive Insights,812,2.4,-0.4,Nevada,6,2024-09-16,REP,Trump,45
Noble Predictive Insights,692,2.4,-0.4,Nevada,6,2024-09-16,DEM,Harris,47
Noble Predictive Insights,692,2.4,-0.4,Nevada,6,2024-09-16,REP,Trump,47
Noble Predictive Insights,692,2.4,-0.4,Nevada,6,2024-09-16,LIB,Oliver,1
Noble Predictive Insights,692,2.4,-0.4,Nevada,6,2024-09-16,GRE,Stein,0
Noble Predictive Insights,812,2.4,-0.4,Nevada,6,2024-09-16,DEM,Harris,46
Noble Predictive Insights,812,2.4,-0.4,Nevada,6,2024-09-16,REP,Trump,43
Noble Predictive Insights,812,2.4,-0.4,Nevada,6,2024-09-16,LIB,Oliver,1
Noble Predictive Insights,812,2.4,-0.4,Nevada,6,2024-09-16,GRE,Stein,0
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,DEM,Harris,49.8
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,REP,Trump,48.2
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,GRE,Stein,0.5
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,LIB,Oliver,0.3
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,DEM,Harris,50.7
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,REP,Trump,49.3
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,DEM,Harris,50.8
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,REP,Trump,46
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,GRE,Stein,0.7
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,LIB,Oliver,0
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,DEM,Harris,50.8
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,REP,Trump,46.4
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,GRE,Stein,0
Focaldata,1097,NA,NA,Arizona,9,2024-09-16,LIB,Oliver,0
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,DEM,Harris,49.5
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,REP,Trump,48.3
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,GRE,Stein,0.3
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,LIB,Oliver,0
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,DEM,Harris,50.5
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,REP,Trump,49.5
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,DEM,Harris,51.6
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,REP,Trump,45.2
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,GRE,Stein,0.6
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,LIB,Oliver,0
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,DEM,Harris,52.1
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,REP,Trump,45.46
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,GRE,Stein,0
Focaldata,1081,NA,NA,Georgia,9,2024-09-16,LIB,Oliver,0
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,DEM,Harris,48.7
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,REP,Trump,48
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,GRE,Stein,0.8
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,LIB,Oliver,0.6
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,DEM,Harris,50.6
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,REP,Trump,49.4
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,DEM,Harris,49.2
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,REP,Trump,46.7
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,GRE,Stein,0.9
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,LIB,Oliver,0.7
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,DEM,Harris,49.9
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,REP,Trump,46.47
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,GRE,Stein,0.8
Focaldata,1114,NA,NA,Michigan,9,2024-09-16,LIB,Oliver,0.7
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,DEM,Harris,49.4
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,REP,Trump,47.9
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,LIB,Oliver,1.4
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,DEM,Harris,51.4
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,REP,Trump,48.6
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,DEM,Harris,50.4
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,REP,Trump,46
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,LIB,Oliver,1.2
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,DEM,Harris,50.8
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,REP,Trump,46.2
Focaldata,1038,NA,NA,Nevada,9,2024-09-16,LIB,Oliver,1.2
